epoch,train_loss,val_loss,val_dice,val_tn,val_precision,val_recall,fg_pred,fg_label,roc_auc
1,0.7116222643852234,0.7009856660257686,0.22150811553001404,0.995825218787748,0.26001280546188354,0.40032759308815,0.005626623917601653,0.00365449284855789,0.8598504732952265
2,0.7008461990356445,0.6962708658115431,0.15978074073791504,0.9891904431129358,0.16210980713367462,0.5710917115211487,0.012874301575463805,0.00365449284855789,0.9024171107843016
3,0.6959189591407776,0.6930989391932433,0.22796590626239777,0.9937621040628218,0.2591692805290222,0.5958855152130127,0.008402458414010348,0.00365449284855789,0.9181100604487626
4,0.6956251902580262,0.6917623896151781,0.2648184299468994,0.995998486843817,0.3083254098892212,0.48708733916282654,0.005773306744113168,0.00365449284855789,0.8930394130674272
5,0.6945309071540833,0.6907461895184084,0.23804964125156403,0.9946724787067293,0.24988040328025818,0.4846816062927246,0.007088452524508232,0.00365449284855789,0.9049157413765545
6,0.6929802265167236,0.6895669244907119,0.21703743934631348,0.9926395043234103,0.2122586965560913,0.541684091091156,0.00932626374975598,0.00365449284855789,0.9255279750121749
7,0.6892691812515259,0.6862210687249899,0.24395810067653656,0.9939686246038789,0.29777801036834717,0.6978116035461426,0.00856392159115028,0.00365449284855789,0.958710887333297
8,0.6902724227905274,0.6858823903074319,0.3462650179862976,0.9979688826788063,0.522895097732544,0.6071849465370178,0.004243590649265757,0.00365449284855789,0.9587874516105198
9,0.6892975869178772,0.6851894644681703,0.2617420554161072,0.9952130765822308,0.29882049560546875,0.5569603443145752,0.006811472750966113,0.00365449284855789,0.9537662885902379
10,0.687957950592041,0.6833095458251509,0.2621462643146515,0.9951719792226918,0.30633747577667236,0.5818824172019958,0.006941641285556763,0.00365449284855789,0.9507863143551758
11,0.6866755018234253,0.6808827930045399,0.2875637412071228,0.9955521982936276,0.3488517701625824,0.6499620676040649,0.00680885574201475,0.00365449284855789,0.9440568825932804
12,0.6825919508934021,0.678418044000864,0.3082241117954254,0.9962393054132229,0.3966032862663269,0.6736047863960266,0.006206917073875864,0.00365449284855789,0.9441749764561489
13,0.6796943645477295,0.6765249059958891,0.3382616639137268,0.9971462630741488,0.4455598294734955,0.6252666711807251,0.005128452704621044,0.00365449284855789,0.9196485961533174
14,0.6774113178253174,0.6734781634401191,0.27159014344215393,0.9943591475916219,0.3074645400047302,0.6830441355705261,0.008118594190486822,0.00365449284855789,0.9485504849026863
15,0.6753876419067383,0.6705101606520739,0.30306267738342285,0.995969676438898,0.35904502868652344,0.6164432764053345,0.0062743871424544295,0.00365449284855789,0.9373593692310347
