epoch,train_loss,val_loss,val_dice,val_tn,val_precision,val_recall,fg_pred,fg_label,roc_auc
1,0.7104018998146057,0.7041051807728681,0.1329827457666397,0.986614748820454,0.08777916431427002,0.7538334131240845,0.014649625646526943,0.0017058568558199609,0.9618810109639028
2,0.7004850435256958,0.7000648680735718,0.25639569759368896,0.9967586277113775,0.2461579144001007,0.6192508339881897,0.004291364276750445,0.0017058568558199609,0.930047734197079
3,0.6968143873214722,0.6974416198208928,0.2824063301086426,0.9965158809770746,0.2576477825641632,0.7073637843132019,0.0046833758141066155,0.0017058568558199609,0.9561075438276286
4,0.6956361761093139,0.6956061754714359,0.30877363681793213,0.9972874165774954,0.3136598765850067,0.724993884563446,0.0039429199272921715,0.0017058568558199609,0.9607973091788684
5,0.6925191950798034,0.6947387222369964,0.3276020586490631,0.9974229067941274,0.31681108474731445,0.6990060806274414,0.003763770439446484,0.0017058568558199609,0.9735960737661997
6,0.6929072275161743,0.6930761648850008,0.24796879291534424,0.994899654962381,0.2179587036371231,0.8314654231071472,0.006507475446726635,0.0017058568558199609,0.9824811501440042
7,0.6910369982719421,0.6919086320664395,0.2760500907897949,0.9959378609845039,0.2560424506664276,0.8175077438354492,0.005446562510839344,0.0017058568558199609,0.9893759084075068
8,0.6875249428749084,0.6909561922604387,0.3482041358947754,0.9978546657569509,0.3764035403728485,0.7565063238143921,0.0034284784546010564,0.0017058568558199609,0.9818853833953388
9,0.6879504737854004,0.6893168554048646,0.2955976724624634,0.9965983771143886,0.28914764523506165,0.8087360262870789,0.004771223002689143,0.0017058568558199609,0.9775666276887702
10,0.6877024526596069,0.6879115412011743,0.32055866718292236,0.99691662047297,0.31338971853256226,0.8226183652877808,0.004477712880889132,0.0017058568558199609,0.9815574273525975
11,0.6829726352691651,0.6871205733411692,0.261179119348526,0.9928188586479407,0.17760488390922546,0.9074540734291077,0.008715902584418183,0.0017058568558199609,0.9931567085568623
12,0.684939528465271,0.6851717231117866,0.35102322697639465,0.9974853596065593,0.3583754301071167,0.8211125135421753,0.003908472063216741,0.0017058568558199609,0.9848177729416223
13,0.6806219825744629,0.6838482384654608,0.36865735054016113,0.9977152315788661,0.37885910272598267,0.8140724897384644,0.003665455308701579,0.0017058568558199609,0.9866322608916815
14,0.6808163623809814,0.682562400332906,0.29656660556793213,0.9953813445159323,0.23474572598934174,0.828926146030426,0.006023663898570352,0.0017058568558199609,0.983779811076057
15,0.6765403413772583,0.6797910287806933,0.334043025970459,0.9963898313241415,0.27971774339675903,0.8199623227119446,0.005000535119625676,0.0017058568558199609,0.9786794073556017
16,0.6752564816474914,0.6770436163907024,0.3715188801288605,0.9978532038042367,0.3937445282936096,0.815111517906189,0.0035313853844756563,0.0017058568558199609,0.9872535310148048
17,0.6742736639976501,0.6735707834278318,0.40144646167755127,0.9973183707698908,0.3470047116279602,0.8335133790969849,0.004097508290004467,0.0017058568558199609,0.9789625108146357
18,0.6691959133148193,0.669776716989211,0.3096194565296173,0.9958889087741745,0.2681199908256531,0.8810258507728577,0.005605341243771342,0.0017058568558199609,0.9874330157653509
19,0.656439569234848,0.6647285604849458,0.39134642481803894,0.9974361945494766,0.3579616844654083,0.8359943628311157,0.003983908648477682,0.0017058568558199609,0.9802203371849991
20,0.6554550247192383,0.6587290564467284,0.31295910477638245,0.9958267042442258,0.2669634521007538,0.8889167308807373,0.005680045733361086,0.0017058568558199609,0.9896787784366163
21,0.6515763328075409,0.6500503759492527,0.38164642453193665,0.9980218952632657,0.40407776832580566,0.7847209572792053,0.003312782034593004,0.0017058568558199609,0.9769724460731901
22,0.6379454462528229,0.6384499178014018,0.41794249415397644,0.9984440779847535,0.44461989402770996,0.7288075089454651,0.0027961891679395153,0.0017058568558199609,0.9704108928377797
23,0.6227604179382324,0.6249925074675544,0.4112917184829712,0.9982071884649624,0.41122156381607056,0.7328282594680786,0.003039966954494327,0.0017058568558199609,0.963887082148771
24,0.6184109628200531,0.6130288142964921,0.3808453381061554,0.9974536900432138,0.35203513503074646,0.8095529675483704,0.003922851016240388,0.0017058568558199609,0.9734187081047416
25,0.5974999470710755,0.599358234342865,0.435273677110672,0.998453503030613,0.46262210607528687,0.778817892074585,0.0028717863234946476,0.0017058568558199609,0.9740473183049894
26,0.5951680870056152,0.5881575365466151,0.41639137268066406,0.9977091021860364,0.3731048107147217,0.7977995276451111,0.0036475859296119365,0.0017058568558199609,0.968652730444537
27,0.5671916270256042,0.5759933675131337,0.4333997666835785,0.9979845306908959,0.3837519586086273,0.7347934246063232,0.0032663088705039522,0.0017058568558199609,0.9680472314037532
28,0.5512060322761536,0.5620163962117989,0.46812930703163147,0.9986597181616005,0.49475839734077454,0.7678306102752686,0.0026473710189817853,0.0017058568558199609,0.9633418710318065
29,0.5351370165348053,0.5521887213796038,0.4868185520172119,0.9985523382795812,0.47601744532585144,0.769336462020874,0.0027569954052127214,0.0017058568558199609,0.9638083301950102
30,0.5236331622600555,0.5427709412972697,0.4821847379207611,0.9984525980287926,0.4635554552078247,0.7820950746536255,0.002878063879798922,0.0017058568558199609,0.9626562708985666
31,0.5150040080547332,0.5231080460785464,0.5301118493080139,0.9989293879660298,0.5658210515975952,0.81512850522995,0.0024574774500591575,0.0017058568558199609,0.9646930534610367
32,0.5093030347824097,0.5227232789620757,0.5465310215950012,0.9994721957210065,0.6926330924034119,0.6947764754295349,0.001711135771201229,0.0017058568558199609,0.9355005797048419
33,0.5048416748046874,0.5030298108362,0.5533661246299744,0.9992421412251837,0.6293786764144897,0.7521374225616455,0.0020385800116571318,0.0017058568558199609,0.9570893430290678
34,0.4928061043024063,0.5015918719793924,0.5382514595985413,0.9991797416331981,0.6102443933486938,0.750774621963501,0.002098690402265452,0.0017058568558199609,0.9398635816744909
35,0.49045861554145814,0.4892808122518049,0.525867223739624,0.9990088279256362,0.5668846964836121,0.7588592767715454,0.0022835426581544675,0.0017058568558199609,0.9585988492524788
36,0.46582123494148253,0.4864843607329848,0.5775009393692017,0.999564256676743,0.7219299674034119,0.6608244776725769,0.001561469903866065,0.0017058568558199609,0.9072040964953563
37,0.4640918896198273,0.47948099188083276,0.533197820186615,0.9989494993546745,0.5539718270301819,0.7630305886268616,0.0023496159188512293,0.0017058568558199609,0.9379611950515705
38,0.46277551794052124,0.47682723673907196,0.5635166764259338,0.999339910883696,0.644392192363739,0.6988668441772461,0.001850063963351028,0.0017058568558199609,0.9160818831807913
39,0.44747120344638824,0.4650172313294289,0.5646204352378845,0.9992182630772901,0.6304776668548584,0.7789666056632996,0.0021076170378067486,0.0017058568558199609,0.9398957007054815
40,0.44755477976799013,0.4603930508548563,0.5636424422264099,0.9994685862113286,0.67881178855896,0.6568470597267151,0.0016506593409311356,0.0017058568558199609,0.9275356517725288
41,0.44927681386470797,0.4517950442492623,0.5791918635368347,0.9994132301596022,0.6802170872688293,0.7289431095123291,0.0018280523872675758,0.0017058568558199609,0.9390017597235971
42,0.42939808464050294,0.44445987888188526,0.5896742939949036,0.9993743506552281,0.672031044960022,0.7488658428192139,0.00190089128614478,0.0017058568558199609,0.9430451980776906
43,0.4265732971429825,0.4415239868685603,0.5805183053016663,0.9993357145061282,0.663050651550293,0.7636047601699829,0.001964556251233515,0.0017058568558199609,0.9439811255704265
44,0.42522367334365846,0.44328421453776007,0.5875564217567444,0.9995635974698502,0.7340141534805298,0.702966570854187,0.0016337019098206053,0.0017058568558199609,0.923494666982811
45,0.425605264544487,0.43393015497448767,0.6016348600387573,0.9994117378931849,0.6862276196479797,0.7507595419883728,0.0018662732194175387,0.0017058568558199609,0.9526313732104779
46,0.41279223883152005,0.44399695039134135,0.5820462703704834,0.9996270038769491,0.7564312815666199,0.6759868860244751,0.0015244435947426962,0.0017058568558199609,0.8942749973438702
47,0.412356804728508,0.43290287211791356,0.5954656004905701,0.9996308606799803,0.7592247128486633,0.6791077256202698,0.0015258468136927015,0.0017058568558199609,0.9157637158725075
48,0.41032448291778567,0.42674822855571454,0.5966514348983765,0.999583182953481,0.7414602041244507,0.6974945664405823,0.001604706352880731,0.0017058568558199609,0.9285095938381475
49,0.40250175869464877,0.42838429138911044,0.5904840230941772,0.999501390177286,0.7183617949485779,0.7415359616279602,0.0017608873909063566,0.0017058568558199609,0.9564299882507793
50,0.4098773992061615,0.4185850772773847,0.6089587211608887,0.999634693476981,0.7626782059669495,0.6851915717124939,0.001532545007150206,0.0017058568558199609,0.924217065133979
51,0.4000812536478043,0.42438880730928347,0.5815313458442688,0.9989931394271949,0.5778771042823792,0.8054720163345337,0.0023777027505612514,0.0017058568558199609,0.957776227916192
52,0.38454853487014773,0.4181379208933901,0.5986754894256592,0.9994719965952509,0.704721987247467,0.7354710698127747,0.001780288405695723,0.0017058568558199609,0.9461719155098514
53,0.40463226890563964,0.4207105825401165,0.5984733700752258,0.9996287233069705,0.7563685178756714,0.6728112697601318,0.0015174082400115842,0.0017058568558199609,0.9095890264948999
54,0.39190801334381103,0.4162350014296614,0.5986077189445496,0.9993244893349171,0.6541959047317505,0.7464790344238281,0.0019464910295348338,0.0017058568558199609,0.933856836261263
55,0.39602003717422485,0.41320234165653924,0.599163830280304,0.9993633995852155,0.6683730483055115,0.7495905756950378,0.0019131445609930479,0.0017058568558199609,0.9247252006046599
56,0.39033780884742736,0.4125270988178355,0.6030805110931396,0.9994543814318342,0.6908037662506104,0.7121995687484741,0.0017586910587351927,0.0017058568558199609,0.924376810993441
57,0.38602301037311554,0.41395211520350794,0.594933807849884,0.9996149204357014,0.6985917687416077,0.5218786001205444,0.0012743497204552186,0.0017058568558199609,0.8596532396244985
58,0.3930737787485123,0.4090635215609588,0.6016690731048584,0.9993918260909826,0.6785768866539001,0.7496470212936401,0.0018845182553771554,0.0017058568558199609,0.9495103901300094
59,0.38654722332954405,0.4170456113801761,0.5773784518241882,0.9991360428091508,0.6088345050811768,0.7856056690216064,0.002201141354344248,0.0017058568558199609,0.9607167785810026
60,0.3844917551279068,0.4167665727119046,0.5875856280326843,0.9996601108160209,0.7666100859642029,0.6513148546218872,0.0014493023957349103,0.0017058568558199609,0.8867065092617769
61,0.38206369292736053,0.39904376315164636,0.6167193055152893,0.9993758177958457,0.6725690960884094,0.7485666275024414,0.0018986114412135955,0.0017058568558199609,0.9315020937999997
62,0.38988299763202666,0.3995222787753763,0.6147441267967224,0.9993435156716334,0.6612315773963928,0.7485477328300476,0.0019311166521085645,0.0017058568558199609,0.9309796326249663
63,0.3785298821926117,0.3944546934534711,0.6240333914756775,0.9995052163052662,0.7216556668281555,0.7482710480690002,0.0017687704478584526,0.0017058568558199609,0.9193215835225533
64,0.3805761767625809,0.3933913574384695,0.6211608052253723,0.9994785153874872,0.7122587561607361,0.7529053688049316,0.0018032054778797406,0.0017058568558199609,0.9254169814469445
65,0.3808205338716507,0.4004766742847013,0.6104238629341125,0.9995834789582062,0.7422482371330261,0.6993298530578613,0.0016072206057557992,0.0017058568558199609,0.9121653428615264
66,0.3725260807275772,0.4005088323028758,0.6047000885009766,0.9995084521670702,0.7185471653938293,0.7319077253341675,0.0017375753468390992,0.0017058568558199609,0.9255953568353783
67,0.3780467734336853,0.3902121386279098,0.6274443864822388,0.9995777545159722,0.7431648969650269,0.712894082069397,0.0016363734914816323,0.0017058568558199609,0.9206173194818785
68,0.37424295699596405,0.39831934668208385,0.6068528890609741,0.9994273672541099,0.6935777068138123,0.7565251588821411,0.0018606764043295502,0.0017058568558199609,0.9561495208451721
69,0.3767334747314453,0.39744445343967527,0.6084781885147095,0.9996433786845368,0.7691243290901184,0.6924160122871399,0.0015357239343471592,0.0017058568558199609,0.9048664511066872
70,0.3698233577013016,0.39692928098057484,0.6072140336036682,0.999608790704107,0.7478583455085754,0.6771971583366394,0.0015446794696813981,0.0017058568558199609,0.9044253019490933
71,0.3660618631839752,0.3977979820602658,0.6055430769920349,0.9996255242846529,0.7587920427322388,0.6869007349014282,0.001544236342835797,0.0017058568558199609,0.9316251436652714
72,0.3645163029432297,0.3920294290027497,0.6137124300003052,0.9995496351021131,0.7234699726104736,0.6875463724136353,0.0016211532244186215,0.0017058568558199609,0.9340650170647173
73,0.3723185706138611,0.39550754852296616,0.6063339710235596,0.9992247323517328,0.6322867274284363,0.778192937374115,0.0020994995540891377,0.0017058568558199609,0.9506095333632215
74,0.364680856525898,0.39480307063257153,0.6097733378410339,0.9997261182069397,0.7981653213500977,0.6313807368278503,0.001349400998442718,0.0017058568558199609,0.8905060218188454
75,0.3657077085971832,0.3902532909361815,0.6141690015792847,0.9993095720849887,0.6541662216186523,0.7624357342720032,0.001988189407772335,0.0017058568558199609,0.9366379599546586
76,0.3705878162384033,0.3927107951180501,0.6085171103477478,0.9994873158589904,0.705005407333374,0.7152357697486877,0.0017306106275540856,0.0017058568558199609,0.9235818602741291
77,0.36076892763376234,0.383924132339995,0.6247251629829407,0.9995096056618018,0.7225580811500549,0.7443388104438782,0.001757278202482191,0.0017058568558199609,0.9294959106204764
78,0.3612578716278076,0.38745602006515995,0.617677628993988,0.999599108584079,0.7465614676475525,0.6890484690666199,0.0015744424507531107,0.0017058568558199609,0.9218983250379249
79,0.36574118399620054,0.3914810106983747,0.6090966463088989,0.9994269913412993,0.6869677305221558,0.7338522672653198,0.001822278975704447,0.0017058568558199609,0.9129472762618874
80,0.3627098947763443,0.3809955109397627,0.6287620067596436,0.9996190700189572,0.7641046643257141,0.7190983295440674,0.001605380675769652,0.0017058568558199609,0.9164044069093753
81,0.3578485053181648,0.37925401618915866,0.6324876546859741,0.9996244454891374,0.765390157699585,0.7143435478210449,0.0015920870294650058,0.0017058568558199609,0.9156494408581444
82,0.3544322001338005,0.39376287028955465,0.6015801429748535,0.9991679607483416,0.6233294010162354,0.8039077520370483,0.0022000431816179985,0.0017058568558199609,0.9550840645090342
83,0.3606473582983017,0.3944325171284039,0.5992015600204468,0.9992165630114097,0.6348499059677124,0.7954918146133423,0.0021375052622390326,0.0017058568558199609,0.9511344041285191
84,0.36797864151000975,0.3883162123595618,0.6147046685218811,0.9996527919724763,0.7638624906539917,0.6551905870437622,0.001463170829292825,0.0017058568558199609,0.905665649314616
85,0.3632857396006584,0.37467691604979336,0.6373662948608398,0.9994205555567177,0.6916561722755432,0.758379340171814,0.0018704186513993839,0.0017058568558199609,0.9460990484382333
86,0.3484089305400848,0.37875957890752365,0.6292002201080322,0.9994880904544439,0.7090600728988647,0.7286908030509949,0.0017530846068906799,0.0017058568558199609,0.9279678358187737
87,0.35390908920764924,0.37983911361714656,0.626859188079834,0.9994318636049481,0.6944752335548401,0.7529562711715698,0.0018495052414567422,0.0017058568558199609,0.9390813379186264
88,0.35270821064710617,0.38436279785607685,0.6173063516616821,0.999444057106781,0.6958332061767578,0.7419670820236206,0.0018189555621994848,0.0017058568558199609,0.9198020982667465
89,0.35165480893850326,0.376732404301451,0.6329162120819092,0.9995649569103064,0.7453793287277222,0.7423473000526428,0.0016989178273670352,0.0017058568558199609,0.9153063441237227
90,0.35037331104278563,0.3862272604283961,0.6135401129722595,0.9990127478064074,0.5775346755981445,0.7881976366043091,0.002328089209621515,0.0017058568558199609,0.9457356176662448
91,0.3479716186523438,0.3845023351657966,0.6163768172264099,0.9993110650845051,0.6517637372016907,0.7529506087303162,0.001970692518947265,0.0017058568558199609,0.927892783902747
92,0.35364798563718797,0.38058451688001776,0.6244120597839355,0.9994693169426904,0.6997017860412598,0.7216075658798218,0.0017592626062171814,0.0017058568558199609,0.909775964844993
93,0.3484737195968628,0.38159461345904594,0.622410774230957,0.9994945511153542,0.7076329588890076,0.7139520049095154,0.001721089950513808,0.0017058568558199609,0.9349234684059122
94,0.3477703253626823,0.3792282257610085,0.6263560652732849,0.999533840664173,0.724729061126709,0.7159585952758789,0.001685213170391235,0.0017058568558199609,0.9256447625222628
95,0.34807821398973465,0.38253842157692736,0.6201051473617554,0.999506844227308,0.7168830037117004,0.728041410446167,0.0017324088003763645,0.0017058568558199609,0.8817266903919335
96,0.34530962073802945,0.38368358079936693,0.615810751914978,0.9994644061448902,0.7013136148452759,0.7345449328422546,0.0017866879751602999,0.0017058568558199609,0.9230438271299982
